banka_derguese,banka_pranuese,data_transaksionit,detajet_e_tjera_te_derguesit,detajet_e_tjera_te_perfituesit,id_i_llogarise_se_derguesit,id_i_llogarise_se_perfituesit,referenca_e_derguesit,shuma_e_transaksionit,tarifat_e_paleve_te_treta,valuta_e_transaksionit,transaction_type,day,month,year,dayofweek,hour,lokacioni_i_derguesit,lokacioni_i_perfituesit
Bank_4,Bank_9,2026-02-09 13:50:00,Sender details 403,Receiver details 403,SENDER_ACC_1000,RECEIVER_ACC_2096,REF_403,2811,56.22,EUR,transfer,9,2,2026,0,13,IT,XK
Bank_4,Bank_7,2026-02-09 14:07:00,Sender details 404,Receiver details 404,SENDER_ACC_1066,RECEIVER_ACC_2012,REF_404,541,10.82,EUR,international,9,2,2026,0,14,XK,AL
Bank_5,Bank_10,2026-02-07 13:15:00,Sender details 405,Receiver details 405,SENDER_ACC_1032,RECEIVER_ACC_2002,REF_405,2823,56.46,EUR,international,7,2,2026,5,13,XK,FR
Bank_6,Bank_6,2026-02-05 16:38:00,Sender details 406,Receiver details 406,SENDER_ACC_1055,RECEIVER_ACC_2037,REF_406,2335,46.7,EUR,international,5,2,2026,3,16,DE,XK
Bank_9,Bank_3,2026-02-20 18:22:00,Sender details 407,Receiver details 407,SENDER_ACC_1008,RECEIVER_ACC_2041,REF_407,2771,55.42,EUR,international,20,2,2026,4,18,IT,FR
Bank_8,Bank_3,2026-02-12 11:58:00,Sender details 408,Receiver details 408,SENDER_ACC_1003,RECEIVER_ACC_2085,REF_408,4143,82.86,EUR,transfer,12,2,2026,3,11,DE,XK
Bank_10,Bank_8,2026-02-01 14:24:00,Sender details 409,Receiver details 409,SENDER_ACC_1027,RECEIVER_ACC_2064,REF_409,126,2.52,EUR,transfer,1,2,2026,6,14,AL,XK
Bank_6,Bank_2,2026-02-06 18:58:00,Sender details 410,Receiver details 410,SENDER_ACC_1096,RECEIVER_ACC_2063,REF_410,4240,84.8,EUR,cash,6,2,2026,4,18,FR,DE
Bank_5,Bank_3,2026-02-02 09:07:00,Sender details 411,Receiver details 411,SENDER_ACC_1084,RECEIVER_ACC_2011,REF_411,3895,77.9,EUR,transfer,2,2,2026,0,9,IT,XK
Bank_5,Bank_10,2026-02-14 16:52:00,Sender details 412,Receiver details 412,SENDER_ACC_1034,RECEIVER_ACC_2091,REF_412,3424,68.48,EUR,cash,14,2,2026,5,16,FR,IT
Bank_3,Bank_4,2026-02-18 09:04:00,Sender details 413,Receiver details 413,SENDER_ACC_1055,RECEIVER_ACC_2097,REF_413,771,15.42,EUR,international,18,2,2026,2,9,XK,IT
Bank_7,Bank_9,2026-02-07 11:57:00,Sender details 414,Receiver details 414,SENDER_ACC_1043,RECEIVER_ACC_2087,REF_414,4633,92.66,EUR,transfer,7,2,2026,5,11,XK,IT
Bank_4,Bank_8,2026-02-11 08:38:00,Sender details 415,Receiver details 415,SENDER_ACC_1013,RECEIVER_ACC_2063,REF_415,909,18.18,EUR,cash,11,2,2026,2,8,XK,AL
Bank_10,Bank_4,2026-02-03 17:36:00,Sender details 416,Receiver details 416,SENDER_ACC_1091,RECEIVER_ACC_2044,REF_416,114,2.28,EUR,international,3,2,2026,1,17,DE,IT
Bank_4,Bank_3,2026-02-20 08:45:00,Sender details 417,Receiver details 417,SENDER_ACC_1065,RECEIVER_ACC_2099,REF_417,1586,31.72,EUR,international,20,2,2026,4,8,AL,DE
Bank_3,Bank_5,2026-02-08 14:58:00,Sender details 418,Receiver details 418,SENDER_ACC_1007,RECEIVER_ACC_2053,REF_418,2142,42.84,EUR,international,8,2,2026,6,14,IT,DE
Bank_10,Bank_7,2026-02-21 10:20:00,Sender details 419,Receiver details 419,SENDER_ACC_1088,RECEIVER_ACC_2091,REF_419,662,13.24,EUR,international,21,2,2026,5,10,AL,IT
Bank_4,Bank_7,2026-02-06 09:16:00,Sender details 420,Receiver details 420,SENDER_ACC_1087,RECEIVER_ACC_2030,REF_420,4407,88.14,EUR,cash,6,2,2026,4,9,IT,FR
Bank_5,Bank_9,2026-02-16 16:46:00,Sender details 421,Receiver details 421,SENDER_ACC_1026,RECEIVER_ACC_2097,REF_421,4203,84.06,EUR,transfer,16,2,2026,0,16,FR,AL
Bank_8,Bank_1,2026-02-04 18:41:00,Sender details 422,Receiver details 422,SENDER_ACC_1046,RECEIVER_ACC_2012,REF_422,4762,95.24,EUR,international,4,2,2026,2,18,IT,XK
Bank_3,Bank_9,2026-02-18 18:23:00,Sender details 423,Receiver details 423,SENDER_ACC_1063,RECEIVER_ACC_2086,REF_423,6830,136.6,EUR,transfer,18,2,2026,2,18,DE,FR
Bank_1,Bank_6,2026-02-07 13:22:00,Sender details 424,Receiver details 424,SENDER_ACC_1007,RECEIVER_ACC_2057,REF_424,4056,81.12,EUR,transfer,7,2,2026,5,13,FR,AL
Bank_2,Bank_3,2026-02-08 14:51:00,Sender details 425,Receiver details 425,SENDER_ACC_1016,RECEIVER_ACC_2018,REF_425,3818,76.36,EUR,international,8,2,2026,6,14,IT,AL
Bank_8,Bank_9,2026-02-20 18:59:00,Sender details 426,Receiver details 426,SENDER_ACC_1086,RECEIVER_ACC_2031,REF_426,1774,35.48,EUR,cash,20,2,2026,4,18,IT,FR
Bank_9,Bank_10,2026-02-20 15:47:00,Sender details 427,Receiver details 427,SENDER_ACC_1027,RECEIVER_ACC_2069,REF_427,6368,127.36,EUR,transfer,20,2,2026,4,15,DE,FR
Bank_5,Bank_5,2026-02-05 08:18:00,Sender details 428,Receiver details 428,SENDER_ACC_1066,RECEIVER_ACC_2080,REF_428,6579,131.58,EUR,transfer,5,2,2026,3,8,DE,XK
Bank_5,Bank_6,2026-02-08 09:41:00,Sender details 429,Receiver details 429,SENDER_ACC_1048,RECEIVER_ACC_2034,REF_429,529,10.58,EUR,transfer,8,2,2026,6,9,FR,XK
Bank_5,Bank_1,2026-02-02 09:22:00,Sender details 430,Receiver details 430,SENDER_ACC_1088,RECEIVER_ACC_2064,REF_430,6762,135.24,EUR,cash,2,2,2026,0,9,AL,IT
Bank_5,Bank_8,2026-02-18 13:20:00,Sender details 431,Receiver details 431,SENDER_ACC_1012,RECEIVER_ACC_2060,REF_431,4353,87.06,EUR,international,18,2,2026,2,13,DE,FR
Bank_1,Bank_6,2026-02-18 09:31:00,Sender details 432,Receiver details 432,SENDER_ACC_1088,RECEIVER_ACC_2064,REF_432,235,4.7,EUR,transfer,18,2,2026,2,9,FR,DE
Bank_6,Bank_6,2026-02-12 15:03:00,Sender details 433,Receiver details 433,SENDER_ACC_1048,RECEIVER_ACC_2013,REF_433,6262,125.24,EUR,cash,12,2,2026,3,15,FR,FR
Bank_3,Bank_3,2026-02-17 15:52:00,Sender details 434,Receiver details 434,SENDER_ACC_1029,RECEIVER_ACC_2077,REF_434,1004,20.08,EUR,cash,17,2,2026,1,15,DE,XK
Bank_2,Bank_2,2026-02-10 11:31:00,Sender details 435,Receiver details 435,SENDER_ACC_1039,RECEIVER_ACC_2074,REF_435,5937,118.74,EUR,transfer,10,2,2026,1,11,DE,XK
Bank_8,Bank_4,2026-02-03 16:34:00,Sender details 436,Receiver details 436,SENDER_ACC_1000,RECEIVER_ACC_2007,REF_436,2773,55.46,EUR,international,3,2,2026,1,16,IT,AL
Bank_2,Bank_1,2026-02-21 10:10:00,Sender details 437,Receiver details 437,SENDER_ACC_1039,RECEIVER_ACC_2049,REF_437,1449,28.98,EUR,international,21,2,2026,5,10,DE,DE
Bank_5,Bank_2,2026-02-20 17:43:00,Sender details 438,Receiver details 438,SENDER_ACC_1026,RECEIVER_ACC_2069,REF_438,6129,122.58,EUR,international,20,2,2026,4,17,DE,FR
Bank_5,Bank_5,2026-02-21 14:33:00,Sender details 439,Receiver details 439,SENDER_ACC_1035,RECEIVER_ACC_2098,REF_439,1767,35.34,EUR,international,21,2,2026,5,14,XK,DE
Bank_7,Bank_1,2026-02-10 12:19:00,Sender details 440,Receiver details 440,SENDER_ACC_1044,RECEIVER_ACC_2040,REF_440,6556,131.12,EUR,cash,10,2,2026,1,12,IT,IT
Bank_7,Bank_9,2026-02-08 15:23:00,Sender details 441,Receiver details 441,SENDER_ACC_1068,RECEIVER_ACC_2016,REF_441,248,4.96,EUR,international,8,2,2026,6,15,IT,XK
Bank_1,Bank_9,2026-02-04 08:00:00,Sender details 442,Receiver details 442,SENDER_ACC_1087,RECEIVER_ACC_2021,REF_442,3437,68.74,EUR,transfer,4,2,2026,2,8,DE,XK
Bank_9,Bank_1,2026-02-12 11:17:00,Sender details 443,Receiver details 443,SENDER_ACC_1038,RECEIVER_ACC_2012,REF_443,1656,33.12,EUR,transfer,12,2,2026,3,11,XK,AL
Bank_3,Bank_4,2026-02-10 08:28:00,Sender details 444,Receiver details 444,SENDER_ACC_1019,RECEIVER_ACC_2067,REF_444,1797,35.94,EUR,cash,10,2,2026,1,8,AL,FR
Bank_6,Bank_9,2026-02-02 13:00:00,Sender details 445,Receiver details 445,SENDER_ACC_1037,RECEIVER_ACC_2069,REF_445,56,1.12,EUR,transfer,2,2,2026,0,13,IT,IT
Bank_1,Bank_4,2026-02-02 14:15:00,Sender details 446,Receiver details 446,SENDER_ACC_1019,RECEIVER_ACC_2015,REF_446,2171,43.42,EUR,international,2,2,2026,0,14,FR,DE
Bank_1,Bank_2,2026-02-21 12:14:00,Sender details 447,Receiver details 447,SENDER_ACC_1090,RECEIVER_ACC_2013,REF_447,2027,40.54,EUR,cash,21,2,2026,5,12,DE,FR
Bank_9,Bank_10,2026-02-19 18:58:00,Sender details 448,Receiver details 448,SENDER_ACC_1072,RECEIVER_ACC_2014,REF_448,3408,68.16,EUR,international,19,2,2026,3,18,DE,XK
Bank_5,Bank_8,2026-02-09 08:33:00,Sender details 449,Receiver details 449,SENDER_ACC_1000,RECEIVER_ACC_2029,REF_449,2958,59.16,EUR,international,9,2,2026,0,8,IT,FR
Bank_10,Bank_3,2026-02-08 10:11:00,Sender details 450,Receiver details 450,SENDER_ACC_1075,RECEIVER_ACC_2053,REF_450,4770,95.4,EUR,transfer,8,2,2026,6,10,AL,FR
Bank_5,Bank_1,2026-02-01 13:28:00,Sender details 451,Receiver details 451,SENDER_ACC_1082,RECEIVER_ACC_2090,REF_451,2183,43.66,EUR,transfer,1,2,2026,6,13,XK,XK
Bank_5,Bank_8,2026-02-08 12:13:00,Sender details 452,Receiver details 452,SENDER_ACC_1070,RECEIVER_ACC_2003,REF_452,2790,55.8,EUR,transfer,8,2,2026,6,12,IT,AL
Bank_6,Bank_9,2026-02-11 13:54:00,Sender details 453,Receiver details 453,SENDER_ACC_1047,RECEIVER_ACC_2042,REF_453,4602,92.04,EUR,cash,11,2,2026,2,13,XK,FR
Bank_8,Bank_3,2026-02-07 14:17:00,Sender details 454,Receiver details 454,SENDER_ACC_1070,RECEIVER_ACC_2025,REF_454,3219,64.38,EUR,transfer,7,2,2026,5,14,AL,IT
Bank_5,Bank_9,2026-02-04 16:29:00,Sender details 455,Receiver details 455,SENDER_ACC_1020,RECEIVER_ACC_2089,REF_455,3297,65.94,EUR,transfer,4,2,2026,2,16,IT,DE
Bank_4,Bank_6,2026-02-10 12:40:00,Sender details 456,Receiver details 456,SENDER_ACC_1041,RECEIVER_ACC_2006,REF_456,5501,110.02,EUR,transfer,10,2,2026,1,12,IT,IT
Bank_6,Bank_10,2026-02-14 17:42:00,Sender details 457,Receiver details 457,SENDER_ACC_1077,RECEIVER_ACC_2020,REF_457,4025,80.5,EUR,international,14,2,2026,5,17,DE,XK
Bank_1,Bank_7,2026-02-01 17:39:00,Sender details 458,Receiver details 458,SENDER_ACC_1018,RECEIVER_ACC_2096,REF_458,1691,33.82,EUR,cash,1,2,2026,6,17,DE,IT
Bank_7,Bank_1,2026-02-13 10:21:00,Sender details 459,Receiver details 459,SENDER_ACC_1021,RECEIVER_ACC_2082,REF_459,3315,66.3,EUR,cash,13,2,2026,4,10,IT,FR
Bank_4,Bank_2,2026-02-20 18:01:00,Sender details 460,Receiver details 460,SENDER_ACC_1086,RECEIVER_ACC_2046,REF_460,556,11.12,EUR,transfer,20,2,2026,4,18,DE,DE
Bank_5,Bank_6,2026-02-20 09:26:00,Sender details 461,Receiver details 461,SENDER_ACC_1058,RECEIVER_ACC_2053,REF_461,228,4.56,EUR,cash,20,2,2026,4,9,XK,FR
Bank_9,Bank_9,2026-02-20 12:55:00,Sender details 462,Receiver details 462,SENDER_ACC_1021,RECEIVER_ACC_2024,REF_462,5117,102.34,EUR,cash,20,2,2026,4,12,FR,IT
Bank_4,Bank_6,2026-02-21 12:51:00,Sender details 463,Receiver details 463,SENDER_ACC_1000,RECEIVER_ACC_2027,REF_463,4043,80.86,EUR,international,21,2,2026,5,12,XK,XK
Bank_2,Bank_7,2026-02-16 13:49:00,Sender details 464,Receiver details 464,SENDER_ACC_1041,RECEIVER_ACC_2093,REF_464,1083,21.66,EUR,international,16,2,2026,0,13,IT,DE
Bank_5,Bank_1,2026-02-09 17:38:00,Sender details 465,Receiver details 465,SENDER_ACC_1050,RECEIVER_ACC_2019,REF_465,6806,136.12,EUR,transfer,9,2,2026,0,17,IT,XK
Bank_2,Bank_8,2026-02-16 17:22:00,Sender details 466,Receiver details 466,SENDER_ACC_1029,RECEIVER_ACC_2005,REF_466,6691,133.82,EUR,cash,16,2,2026,0,17,IT,FR
Bank_1,Bank_4,2026-02-05 16:01:00,Sender details 467,Receiver details 467,SENDER_ACC_1001,RECEIVER_ACC_2021,REF_467,1851,37.02,EUR,transfer,5,2,2026,3,16,DE,FR
Bank_2,Bank_5,2026-02-19 18:15:00,Sender details 468,Receiver details 468,SENDER_ACC_1031,RECEIVER_ACC_2058,REF_468,3926,78.52,EUR,international,19,2,2026,3,18,IT,AL
Bank_4,Bank_7,2026-02-12 18:22:00,Sender details 469,Receiver details 469,SENDER_ACC_1061,RECEIVER_ACC_2069,REF_469,4109,82.18,EUR,cash,12,2,2026,3,18,DE,AL
Bank_10,Bank_10,2026-02-03 16:54:00,Sender details 470,Receiver details 470,SENDER_ACC_1027,RECEIVER_ACC_2042,REF_470,278,5.56,EUR,transfer,3,2,2026,1,16,FR,IT
Bank_6,Bank_8,2026-02-07 10:36:00,Sender details 471,Receiver details 471,SENDER_ACC_1092,RECEIVER_ACC_2060,REF_471,1424,28.48,EUR,transfer,7,2,2026,5,10,XK,FR
Bank_6,Bank_4,2026-02-05 12:39:00,Sender details 472,Receiver details 472,SENDER_ACC_1031,RECEIVER_ACC_2034,REF_472,3542,70.84,EUR,cash,5,2,2026,3,12,DE,FR
Bank_10,Bank_9,2026-02-05 13:07:00,Sender details 473,Receiver details 473,SENDER_ACC_1078,RECEIVER_ACC_2072,REF_473,2385,47.7,EUR,international,5,2,2026,3,13,DE,IT
Bank_4,Bank_4,2026-02-06 17:08:00,Sender details 474,Receiver details 474,SENDER_ACC_1010,RECEIVER_ACC_2097,REF_474,4302,86.04,EUR,cash,6,2,2026,4,17,DE,AL
Bank_8,Bank_4,2026-02-10 15:38:00,Sender details 475,Receiver details 475,SENDER_ACC_1027,RECEIVER_ACC_2100,REF_475,3594,71.88,EUR,transfer,10,2,2026,1,15,IT,FR
Bank_2,Bank_2,2026-02-14 10:07:00,Sender details 476,Receiver details 476,SENDER_ACC_1004,RECEIVER_ACC_2087,REF_476,6451,129.02,EUR,international,14,2,2026,5,10,AL,DE
Bank_10,Bank_3,2026-02-12 10:22:00,Sender details 477,Receiver details 477,SENDER_ACC_1040,RECEIVER_ACC_2026,REF_477,4110,82.2,EUR,international,12,2,2026,3,10,XK,FR
Bank_2,Bank_5,2026-02-18 14:31:00,Sender details 478,Receiver details 478,SENDER_ACC_1071,RECEIVER_ACC_2076,REF_478,3209,64.18,EUR,international,18,2,2026,2,14,IT,DE
Bank_10,Bank_10,2026-02-12 14:14:00,Sender details 479,Receiver details 479,SENDER_ACC_1058,RECEIVER_ACC_2089,REF_479,5004,100.08,EUR,transfer,12,2,2026,3,14,AL,AL
Bank_4,Bank_4,2026-02-18 17:32:00,Sender details 480,Receiver details 480,SENDER_ACC_1100,RECEIVER_ACC_2062,REF_480,6733,134.66,EUR,transfer,18,2,2026,2,17,AL,AL
Bank_3,Bank_3,2026-02-04 09:01:00,Sender details 481,Receiver details 481,SENDER_ACC_1005,RECEIVER_ACC_2082,REF_481,6629,132.58,EUR,international,4,2,2026,2,9,FR,AL
Bank_7,Bank_3,2026-02-14 15:43:00,Sender details 482,Receiver details 482,SENDER_ACC_1039,RECEIVER_ACC_2001,REF_482,5486,109.72,EUR,international,14,2,2026,5,15,FR,AL
Bank_5,Bank_9,2026-02-16 12:53:00,Sender details 483,Receiver details 483,SENDER_ACC_1015,RECEIVER_ACC_2024,REF_483,1656,33.12,EUR,cash,16,2,2026,0,12,IT,XK
Bank_9,Bank_3,2026-02-08 15:41:00,Sender details 484,Receiver details 484,SENDER_ACC_1036,RECEIVER_ACC_2090,REF_484,5158,103.16,EUR,transfer,8,2,2026,6,15,XK,AL
Bank_8,Bank_1,2026-02-19 18:37:00,Sender details 485,Receiver details 485,SENDER_ACC_1032,RECEIVER_ACC_2059,REF_485,4863,97.26,EUR,transfer,19,2,2026,3,18,IT,FR
Bank_2,Bank_5,2026-02-01 17:21:00,Sender details 486,Receiver details 486,SENDER_ACC_1018,RECEIVER_ACC_2024,REF_486,2287,45.74,EUR,transfer,1,2,2026,6,17,XK,FR
Bank_4,Bank_1,2026-02-05 09:40:00,Sender details 487,Receiver details 487,SENDER_ACC_1076,RECEIVER_ACC_2020,REF_487,5506,110.12,EUR,cash,5,2,2026,3,9,IT,DE
Bank_1,Bank_6,2026-02-06 13:15:00,Sender details 488,Receiver details 488,SENDER_ACC_1009,RECEIVER_ACC_2002,REF_488,6642,132.84,EUR,international,6,2,2026,4,13,XK,FR
Bank_6,Bank_8,2026-02-17 08:09:00,Sender details 489,Receiver details 489,SENDER_ACC_1095,RECEIVER_ACC_2093,REF_489,5390,107.8,EUR,international,17,2,2026,1,8,DE,IT
Bank_9,Bank_4,2026-02-20 11:23:00,Sender details 490,Receiver details 490,SENDER_ACC_1044,RECEIVER_ACC_2033,REF_490,3261,65.22,EUR,transfer,20,2,2026,4,11,DE,XK
Bank_7,Bank_9,2026-02-05 17:08:00,Sender details 491,Receiver details 491,SENDER_ACC_1093,RECEIVER_ACC_2080,REF_491,1580,31.6,EUR,cash,5,2,2026,3,17,DE,XK
Bank_4,Bank_6,2026-02-04 11:46:00,Sender details 492,Receiver details 492,SENDER_ACC_1095,RECEIVER_ACC_2008,REF_492,51,1.02,EUR,cash,4,2,2026,2,11,DE,AL
Bank_7,Bank_2,2026-02-15 09:53:00,Sender details 493,Receiver details 493,SENDER_ACC_1013,RECEIVER_ACC_2066,REF_493,2978,59.56,EUR,international,15,2,2026,6,9,FR,AL
Bank_2,Bank_8,2026-02-18 15:59:00,Sender details 494,Receiver details 494,SENDER_ACC_1093,RECEIVER_ACC_2033,REF_494,305,6.1,EUR,international,18,2,2026,2,15,FR,DE
Bank_6,Bank_5,2026-02-17 09:37:00,Sender details 495,Receiver details 495,SENDER_ACC_1076,RECEIVER_ACC_2024,REF_495,3459,69.18,EUR,cash,17,2,2026,1,9,FR,DE
Bank_4,Bank_4,2026-02-15 17:52:00,Sender details 496,Receiver details 496,SENDER_ACC_1059,RECEIVER_ACC_2091,REF_496,6742,134.84,EUR,international,15,2,2026,6,17,FR,AL
Bank_9,Bank_4,2026-02-03 17:55:00,Sender details 497,Receiver details 497,SENDER_ACC_1047,RECEIVER_ACC_2002,REF_497,6336,126.72,EUR,transfer,3,2,2026,1,17,IT,XK
Bank_5,Bank_2,2026-02-06 16:22:00,Sender details 498,Receiver details 498,SENDER_ACC_1001,RECEIVER_ACC_2007,REF_498,4556,91.12,EUR,transfer,6,2,2026,4,16,DE,FR
Bank_10,Bank_1,2026-02-21 13:07:00,Sender details 499,Receiver details 499,SENDER_ACC_1087,RECEIVER_ACC_2050,REF_499,6137,122.74,EUR,transfer,21,2,2026,5,13,IT,DE
